Date,Open,High,Low,Close,Volume,Count,WAP
20220324 13:13:30 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:13:35 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:13:40 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:13:45 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:13:50 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:13:55 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:00 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:05 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:10 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:15 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:20 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:25 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:30 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:35 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:40 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:45 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:50 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:14:55 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:00 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:05 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:10 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:15 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:20 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:25 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:30 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:35 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:40 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:45 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:50 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:15:55 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:16:00 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:16:05 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:16:10 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:16:15 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:16:20 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:16:25 America/Los_Angeles,43888.375,43888.375,43888.375,43888.375,-1,-1,-1
20220324 13:16:30 America/Los_Angeles,43888.375,43889.125,43888.375,43889.125,-1,-1,-1
20220324 13:16:35 America/Los_Angeles,43889.125,43894.625,43889.125,43892.625,-1,-1,-1
20220324 13:16:40 America/Los_Angeles,43892.625,43892.625,43892.625,43892.625,-1,-1,-1
20220324 13:16:45 America/Los_Angeles,43892.625,43892.625,43892.625,43892.625,-1,-1,-1
20220324 13:16:50 America/Los_Angeles,43892.625,43893.625,43892.625,43893.625,-1,-1,-1
20220324 13:16:55 America/Los_Angeles,43893.625,43893.625,43893.625,43893.625,-1,-1,-1
20220324 13:17:00 America/Los_Angeles,43893.625,43898.125,43893.625,43898.125,-1,-1,-1
20220324 13:17:05 America/Los_Angeles,43898.125,43898.125,43898.125,43898.125,-1,-1,-1
20220324 13:17:10 America/Los_Angeles,43898.125,43907.875,43898.125,43907.875,-1,-1,-1
20220324 13:17:15 America/Los_Angeles,43907.875,43907.875,43907.875,43907.875,-1,-1,-1
20220324 13:17:20 America/Los_Angeles,43907.875,43907.875,43907.875,43907.875,-1,-1,-1
20220324 13:17:25 America/Los_Angeles,43907.875,43907.875,43907.875,43907.875,-1,-1,-1
20220324 13:17:30 America/Los_Angeles,43907.875,43915.375,43907.875,43915.375,-1,-1,-1
20220324 13:17:35 America/Los_Angeles,43915.375,43915.375,43915.375,43915.375,-1,-1,-1
20220324 13:17:40 America/Los_Angeles,43915.375,43915.375,43915.375,43915.375,-1,-1,-1
20220324 13:17:45 America/Los_Angeles,43915.375,43915.375,43915.375,43915.375,-1,-1,-1
20220324 13:17:50 America/Los_Angeles,43915.375,43915.375,43915.375,43915.375,-1,-1,-1
20220324 13:17:55 America/Los_Angeles,43915.375,43916.125,43915.375,43916.125,-1,-1,-1
20220324 13:18:00 America/Los_Angeles,43916.125,43916.375,43916.125,43916.375,-1,-1,-1
20220324 13:18:05 America/Los_Angeles,43916.375,43916.375,43916.375,43916.375,-1,-1,-1
20220324 13:18:10 America/Los_Angeles,43916.375,43916.375,43916.375,43916.375,-1,-1,-1
20220324 13:18:15 America/Los_Angeles,43916.375,43916.375,43916.375,43916.375,-1,-1,-1
20220324 13:18:20 America/Los_Angeles,43916.375,43919.125,43916.375,43919.125,-1,-1,-1
20220324 13:18:25 America/Los_Angeles,43919.125,43919.125,43919.125,43919.125,-1,-1,-1
20220324 13:18:30 America/Los_Angeles,43919.125,43919.125,43919.125,43919.125,-1,-1,-1
20220324 13:18:35 America/Los_Angeles,43919.125,43919.125,43919.125,43919.125,-1,-1,-1
20220324 13:18:40 America/Los_Angeles,43919.125,43941.625,43919.125,43941.625,-1,-1,-1
20220324 13:18:45 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:18:50 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:18:55 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:19:00 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:19:05 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:19:10 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:19:15 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:19:20 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:19:25 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
20220324 13:19:30 America/Los_Angeles,43941.625,43941.625,43941.625,43941.625,-1,-1,-1
